experiment,mode,k,epoch,cta,clean_loss,pta,poison_loss
knn_defense_cifar_1xs_1500_none_k5,none,5,117,0.8971,0.0018036612689495087,0.996,3.873960324563086e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,118,0.8978,0.0018356124192476272,0.995,4.406706476584077e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,119,0.8775,0.002290660221874714,1.0,3.4437738795531915e-06
knn_defense_cifar_1xs_1500_none_k5,none,5,120,0.8957,0.0018265362568199634,0.997,3.2402865937910975e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,121,0.8975,0.0018140915364027023,0.997,2.3075654433341698e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,122,0.8887,0.00197735755443573,0.997,1.804315540357493e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,123,0.8915,0.001965398687124252,0.996,3.8595627527683976e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,124,0.8941,0.0018325900875031948,0.997,2.956625516526401e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,125,0.8968,0.0018769005164504052,0.999,2.620699247927405e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,126,0.8952,0.0018584473818540573,0.999,1.5025666114524937e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,127,0.8966,0.0018623364225029946,0.999,1.4438503538258375e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,128,0.8951,0.0018364485010504722,0.999,1.698583424149547e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,129,0.8941,0.001867904169857502,0.999,1.2697651545749977e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,130,0.8954,0.0018740981489419938,0.999,1.56847549660597e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,131,0.8945,0.0018530085861682892,0.999,1.2304352727369405e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,132,0.8945,0.0018691067919135093,0.999,1.4402672051801347e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,133,0.8951,0.0018630925133824349,0.999,1.4874674656311982e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,134,0.8956,0.0018768295668065548,0.999,1.4902272436302154e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,135,0.8954,0.0018818616934120655,0.999,1.2303130788495764e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,136,0.8953,0.0019430962137877942,0.999,1.1738378183508757e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,137,0.8953,0.0019176069140434265,0.999,9.903244899760466e-06
knn_defense_cifar_1xs_1500_none_k5,none,5,138,0.8957,0.0018941797457635403,0.999,1.32963128562551e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,139,0.8965,0.001898143345862627,0.999,1.328967853623908e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,140,0.8958,0.0018983390513807536,0.999,1.444061535585206e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,141,0.8965,0.0019152848482131958,0.999,1.4678720355732366e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,142,0.8953,0.001940242563188076,0.999,7.808437330822927e-06
knn_defense_cifar_1xs_1500_none_k5,none,5,143,0.8948,0.001964790395647287,0.999,9.098091279156507e-06
knn_defense_cifar_1xs_1500_none_k5,none,5,144,0.8936,0.001994530563056469,1.0,6.444217535317875e-06
knn_defense_cifar_1xs_1500_none_k5,none,5,145,0.8956,0.0019327663116157055,0.999,1.0611079895170406e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,146,0.8963,0.0019275866173207759,0.999,1.2186588253825903e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,147,0.896,0.001891100948676467,0.999,1.166855228075292e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,148,0.8966,0.0019189881552010774,0.999,1.1527193899382837e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,149,0.8954,0.0019488642118871212,0.999,1.2249510502442718e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,150,0.8928,0.0019884719364345075,0.999,1.032727632264141e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,151,0.8934,0.001985385762900114,0.999,1.2810815111151897e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,152,0.8946,0.002006749726831913,0.999,1.0807793274580036e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,153,0.8949,0.0019587897922843695,0.999,1.6357846950995735e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,154,0.8931,0.0019790654934942723,0.999,1.2625920484424568e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,155,0.8938,0.0020058437459170818,0.998,1.3172490798751824e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,156,0.8934,0.001951837596297264,0.998,1.189927419181913e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,157,0.8935,0.0020096576400101184,0.999,1.150402437633602e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,158,0.8943,0.0019761032521724703,0.998,1.2157948498497718e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,159,0.8937,0.0020267550393939016,0.998,1.144986174767837e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,160,0.8962,0.001981984668597579,0.999,1.3865735847502946e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,161,0.8947,0.0019771519511938094,0.999,1.1590962880291044e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,162,0.892,0.0020900755936279895,0.998,1.2182352867966983e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,163,0.8953,0.001982202248647809,0.999,1.6272173408651726e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,164,0.8936,0.002067841801419854,0.999,9.294824849348515e-06
knn_defense_cifar_1xs_1500_none_k5,none,5,165,0.8955,0.002001736213918775,0.998,1.7616393102798612e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,166,0.8947,0.0020295503495261075,0.998,1.4113468554569408e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,167,0.8961,0.0019974820226430893,0.999,1.1123366217361763e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,168,0.8949,0.00196911100782454,0.998,1.3436204724712297e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,169,0.8947,0.0020122274171561,0.998,1.178413892921526e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,170,0.894,0.002034312489628792,1.0,8.31058359472081e-06
knn_defense_cifar_1xs_1500_none_k5,none,5,171,0.8927,0.0020523505080491306,0.999,1.2410698051098734e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,172,0.8936,0.002042566877603531,0.998,1.5001092513557524e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,173,0.8923,0.0021056218065321447,1.0,7.200458428997081e-06
knn_defense_cifar_1xs_1500_none_k5,none,5,174,0.8937,0.002056405632942915,0.998,1.3577661651652306e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,175,0.8953,0.00198836886882782,0.998,1.4143726468319073e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,176,0.8944,0.0020580408483743665,0.999,1.0340689870645292e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,177,0.896,0.002005637387931347,0.998,1.2515858601545914e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,178,0.8951,0.0020345423251390458,0.998,1.3807623952743597e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,179,0.8931,0.0020710545279085638,0.999,8.138492514262908e-06
knn_defense_cifar_1xs_1500_none_k5,none,5,180,0.8915,0.002091910991817713,1.0,8.879618340870366e-06
knn_defense_cifar_1xs_1500_none_k5,none,5,181,0.8948,0.0020433805350214243,1.0,1.1253414500970394e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,182,0.8946,0.002047260246798396,1.0,9.019923803862185e-06
knn_defense_cifar_1xs_1500_none_k5,none,5,183,0.8951,0.002015893064253032,1.0,8.532926760381087e-06
knn_defense_cifar_1xs_1500_none_k5,none,5,184,0.8933,0.0021187766574323175,1.0,1.0245121637126432e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,185,0.8935,0.002076752956584096,1.0,8.117802295600996e-06
knn_defense_cifar_1xs_1500_none_k5,none,5,186,0.8956,0.002078362935036421,1.0,9.469270997215062e-06
knn_defense_cifar_1xs_1500_none_k5,none,5,187,0.8942,0.00211687300093472,1.0,8.442442631348967e-06
knn_defense_cifar_1xs_1500_none_k5,none,5,188,0.8934,0.0021253198973834515,1.0,8.229602630308364e-06
knn_defense_cifar_1xs_1500_none_k5,none,5,189,0.8942,0.002124580069631338,1.0,1.2004502750642131e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,190,0.8965,0.0020491754300892354,0.997,1.7151885447674433e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,191,0.8946,0.0021021125845611098,1.0,8.341855434991885e-06
knn_defense_cifar_1xs_1500_none_k5,none,5,192,0.8935,0.0021497773736715315,0.999,1.1775167105952278e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,193,0.8925,0.002175870920345187,1.0,6.400280431989813e-06
knn_defense_cifar_1xs_1500_none_k5,none,5,194,0.8947,0.002091029541194439,0.999,9.339293341326993e-06
knn_defense_cifar_1xs_1500_none_k5,none,5,195,0.8971,0.002046629608422518,1.0,7.3344047923455946e-06
knn_defense_cifar_1xs_1500_none_k5,none,5,196,0.8945,0.0021271665688604117,0.999,1.1074420537624974e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,197,0.8942,0.0021461739543825386,1.0,6.802241332479753e-06
knn_defense_cifar_1xs_1500_none_k5,none,5,198,0.8935,0.0021239297214895488,1.0,7.042322991765104e-06
knn_defense_cifar_1xs_1500_none_k5,none,5,199,0.8927,0.002171357214450836,0.999,1.099596590938745e-05
knn_defense_cifar_1xs_1500_none_k5,none,5,200,0.8967,0.0020830329626798628,1.0,9.645689453464e-06
knn_defense_cifar_1xs_1500_remove_k5,remove,5,1,0.5563,0.005290717589855194,0.187,0.010826611280441285
knn_defense_cifar_1xs_1500_remove_k5,remove,5,2,0.6561,0.00393941438794136,0.047,0.014794734716415405
knn_defense_cifar_1xs_1500_remove_k5,remove,5,3,0.7024,0.0035003210306167602,0.146,0.012772659301757812
knn_defense_cifar_1xs_1500_remove_k5,remove,5,4,0.7328,0.0032968465447425844,0.123,0.012125285387039185
knn_defense_cifar_1xs_1500_remove_k5,remove,5,5,0.7395,0.0031338735401630403,0.282,0.008341293811798095
knn_defense_cifar_1xs_1500_remove_k5,remove,5,6,0.7321,0.003455899202823639,0.334,0.008370999097824097
knn_defense_cifar_1xs_1500_remove_k5,remove,5,7,0.7791,0.0027191660583019256,0.109,0.012328105449676514
knn_defense_cifar_1xs_1500_remove_k5,remove,5,8,0.7795,0.0027232926368713378,0.102,0.01564487648010254
knn_defense_cifar_1xs_1500_remove_k5,remove,5,9,0.8111,0.002226424893736839,0.117,0.014989461421966553
knn_defense_cifar_1xs_1500_remove_k5,remove,5,10,0.6884,0.0042523859322071075,0.086,0.016531068086624145
knn_defense_cifar_1xs_1500_remove_k5,remove,5,11,0.7907,0.0028295777797698973,0.046,0.019880947589874267
knn_defense_cifar_1xs_1500_remove_k5,remove,5,12,0.7979,0.0025038597464561462,0.098,0.015627904176712035
knn_defense_cifar_1xs_1500_remove_k5,remove,5,13,0.8266,0.002035181871056557,0.109,0.018011629581451416
knn_defense_cifar_1xs_1500_remove_k5,remove,5,14,0.8223,0.002223781940340996,0.071,0.018864240646362305
knn_defense_cifar_1xs_1500_remove_k5,remove,5,15,0.7987,0.002755435785651207,0.289,0.010492103338241578
knn_defense_cifar_1xs_1500_remove_k5,remove,5,16,0.8333,0.002042223459482193,0.086,0.016560483932495117
knn_defense_cifar_1xs_1500_remove_k5,remove,5,17,0.7853,0.002784348666667938,0.446,0.005613702654838562
knn_defense_cifar_1xs_1500_remove_k5,remove,5,18,0.8275,0.0021803542077541353,0.244,0.010553730010986329
knn_defense_cifar_1xs_1500_remove_k5,remove,5,19,0.8382,0.002076113107800484,0.265,0.010569368362426758
knn_defense_cifar_1xs_1500_remove_k5,remove,5,20,0.8395,0.002036727863550186,0.025,0.028145254135131834
knn_defense_cifar_1xs_1500_remove_k5,remove,5,21,0.8009,0.0026305711269378664,0.365,0.008800725936889648
knn_defense_cifar_1xs_1500_remove_k5,remove,5,22,0.791,0.0026487119048833846,0.252,0.011397542238235473
knn_defense_cifar_1xs_1500_remove_k5,remove,5,23,0.8261,0.002208219149708748,0.059,0.01778621768951416
knn_defense_cifar_1xs_1500_remove_k5,remove,5,24,0.8391,0.002010378348827362,0.383,0.007762527108192444
knn_defense_cifar_1xs_1500_remove_k5,remove,5,25,0.8332,0.002031511703133583,0.241,0.012210973501205445
knn_defense_cifar_1xs_1500_remove_k5,remove,5,26,0.827,0.0021573074609041215,0.266,0.01166563081741333
knn_defense_cifar_1xs_1500_remove_k5,remove,5,27,0.8356,0.0020437839299440384,0.418,0.006842398881912231
knn_defense_cifar_1xs_1500_remove_k5,remove,5,28,0.8443,0.002058933737874031,0.055,0.022220466613769533
knn_defense_cifar_1xs_1500_remove_k5,remove,5,29,0.787,0.0029448557257652284,0.085,0.01723492431640625
knn_defense_cifar_1xs_1500_remove_k5,remove,5,30,0.8397,0.0021555967718362807,0.421,0.006191014051437378
knn_defense_cifar_1xs_1500_remove_k5,remove,5,31,0.8319,0.0021869094282388687,0.364,0.009167271852493285
knn_defense_cifar_1xs_1500_remove_k5,remove,5,32,0.8076,0.002529281088709831,0.691,0.00350640606880188
knn_defense_cifar_1xs_1500_remove_k5,remove,5,33,0.8246,0.002345509335398674,0.577,0.005749022483825684
knn_defense_cifar_1xs_1500_remove_k5,remove,5,34,0.8391,0.002262303641438484,0.33,0.010547951936721802
knn_defense_cifar_1xs_1500_remove_k5,remove,5,35,0.8444,0.0020086224138736726,0.478,0.0062054041624069215
knn_defense_cifar_1xs_1500_remove_k5,remove,5,36,0.8425,0.001997018188238144,0.197,0.013479067087173462
knn_defense_cifar_1xs_1500_remove_k5,remove,5,37,0.8248,0.0022844561457633973,0.207,0.014509620189666748
knn_defense_cifar_1xs_1500_remove_k5,remove,5,38,0.8491,0.002091139185428619,0.124,0.020515522003173827
knn_defense_cifar_1xs_1500_remove_k5,remove,5,39,0.8648,0.0017060169219970704,0.127,0.014850284099578857
knn_defense_cifar_1xs_1500_remove_k5,remove,5,40,0.8339,0.0023538283973932265,0.296,0.010431878328323364
knn_defense_cifar_1xs_1500_remove_k5,remove,5,41,0.855,0.0018623569697141648,0.092,0.018327399730682373
knn_defense_cifar_1xs_1500_remove_k5,remove,5,42,0.808,0.002896571969985962,0.178,0.01593912410736084
knn_defense_cifar_1xs_1500_remove_k5,remove,5,43,0.8357,0.0021310981422662735,0.56,0.0058010083436965945
knn_defense_cifar_1xs_1500_remove_k5,remove,5,44,0.8411,0.0020874720066785812,0.352,0.009473861694335938
knn_defense_cifar_1xs_1500_remove_k5,remove,5,45,0.8573,0.001862070369720459,0.407,0.009670218229293823
knn_defense_cifar_1xs_1500_remove_k5,remove,5,46,0.8494,0.0020790615260601044,0.229,0.012396145343780517
knn_defense_cifar_1xs_1500_remove_k5,remove,5,47,0.8315,0.0022625549495220183,0.381,0.0097866690158844
knn_defense_cifar_1xs_1500_remove_k5,remove,5,48,0.8704,0.001725287827849388,0.077,0.023368640422821045
knn_defense_cifar_1xs_1500_remove_k5,remove,5,49,0.8326,0.002290799218416214,0.161,0.014495429515838622
knn_defense_cifar_1xs_1500_remove_k5,remove,5,50,0.8364,0.002349978995323181,0.384,0.009162050962448121
knn_defense_cifar_1xs_1500_remove_k5,remove,5,51,0.858,0.001919765344262123,0.201,0.012256498336791993
knn_defense_cifar_1xs_1500_remove_k5,remove,5,52,0.8437,0.0021590972989797594,0.645,0.004981223106384277
knn_defense_cifar_1xs_1500_remove_k5,remove,5,53,0.8556,0.0018847113370895386,0.059,0.020687729835510253
knn_defense_cifar_1xs_1500_remove_k5,remove,5,54,0.8612,0.001795678836107254,0.161,0.01255479621887207
knn_defense_cifar_1xs_1500_remove_k5,remove,5,55,0.8604,0.0018420095771551131,0.18,0.01470402455329895
knn_defense_cifar_1xs_1500_remove_k5,remove,5,56,0.8517,0.0019973115503787993,0.206,0.012813738822937012
knn_defense_cifar_1xs_1500_remove_k5,remove,5,57,0.8476,0.0021823543876409533,0.223,0.014814129114151002
knn_defense_cifar_1xs_1500_remove_k5,remove,5,58,0.8325,0.0023618681460618974,0.3,0.011493675708770752
knn_defense_cifar_1xs_1500_remove_k5,remove,5,59,0.8547,0.002047927859425545,0.214,0.014494600296020508
knn_defense_cifar_1xs_1500_remove_k5,remove,5,60,0.8134,0.00266555415391922,0.427,0.00825641167163849
knn_defense_cifar_1xs_1500_remove_k5,remove,5,61,0.8682,0.0018568777829408645,0.096,0.019573348522186278
knn_defense_cifar_1xs_1500_remove_k5,remove,5,62,0.864,0.001855133917927742,0.275,0.013156754732131957
knn_defense_cifar_1xs_1500_remove_k5,remove,5,63,0.8482,0.0019786094129085542,0.677,0.003656433999538422
knn_defense_cifar_1xs_1500_remove_k5,remove,5,64,0.8487,0.002016821190714836,0.701,0.0033575645685195925
knn_defense_cifar_1xs_1500_remove_k5,remove,5,65,0.8208,0.002620306012034416,0.238,0.012510182857513428
knn_defense_cifar_1xs_1500_remove_k5,remove,5,66,0.8383,0.0020001542031764983,0.74,0.0030598301291465757
knn_defense_cifar_1xs_1500_remove_k5,remove,5,67,0.8561,0.0019961999952793122,0.351,0.009645776510238648
knn_defense_cifar_1xs_1500_remove_k5,remove,5,68,0.8478,0.002146656009554863,0.242,0.013021431684494019
knn_defense_cifar_1xs_1500_remove_k5,remove,5,69,0.8498,0.0020271919637918473,0.338,0.009912631750106812
knn_defense_cifar_1xs_1500_remove_k5,remove,5,70,0.8536,0.002156148225069046,0.161,0.01765379762649536
knn_defense_cifar_1xs_1500_remove_k5,remove,5,71,0.8644,0.0018884009182453157,0.029,0.030703081130981445
knn_defense_cifar_1xs_1500_remove_k5,remove,5,72,0.8567,0.002006023287773132,0.269,0.01247708773612976
knn_defense_cifar_1xs_1500_remove_k5,remove,5,73,0.8432,0.0021905184179544447,0.691,0.0034406275153160094
knn_defense_cifar_1xs_1500_remove_k5,remove,5,74,0.8665,0.0019023689597845077,0.221,0.014660614728927612
knn_defense_cifar_1xs_1500_remove_k5,remove,5,75,0.8597,0.0019348595798015596,0.201,0.01575801944732666
knn_defense_cifar_1xs_1500_remove_k5,remove,5,76,0.9057,0.0012685498103499413,0.324,0.01120542287826538
knn_defense_cifar_1xs_1500_remove_k5,remove,5,77,0.9129,0.0012275430873036385,0.245,0.013548360109329223
knn_defense_cifar_1xs_1500_remove_k5,remove,5,78,0.9116,0.0012585092768073083,0.312,0.011188007354736329
knn_defense_cifar_1xs_1500_remove_k5,remove,5,79,0.9117,0.001261625050008297,0.322,0.011255553245544433
knn_defense_cifar_1xs_1500_remove_k5,remove,5,80,0.9114,0.0012978032425045966,0.329,0.01101941728591919
knn_defense_cifar_1xs_1500_remove_k5,remove,5,81,0.9133,0.0012906723991036415,0.293,0.013010957479476929
knn_defense_cifar_1xs_1500_remove_k5,remove,5,82,0.9126,0.00132110675573349,0.364,0.010953147888183594
knn_defense_cifar_1xs_1500_remove_k5,remove,5,83,0.9147,0.0013329086244106294,0.33,0.01171929669380188
knn_defense_cifar_1xs_1500_remove_k5,remove,5,84,0.9133,0.0013369412779808045,0.294,0.013521999359130859
knn_defense_cifar_1xs_1500_remove_k5,remove,5,85,0.913,0.0013903907239437103,0.391,0.010377944231033324
knn_defense_cifar_1xs_1500_remove_k5,remove,5,86,0.911,0.0014065919920802116,0.434,0.009085673093795776
knn_defense_cifar_1xs_1500_remove_k5,remove,5,87,0.9129,0.0014100087314844131,0.363,0.011763630628585816
knn_defense_cifar_1xs_1500_remove_k5,remove,5,88,0.909,0.0014577679470181464,0.439,0.009308956861495972
knn_defense_cifar_1xs_1500_remove_k5,remove,5,89,0.9128,0.0014057082042098045,0.336,0.011998972177505493
knn_defense_cifar_1xs_1500_remove_k5,remove,5,90,0.9118,0.0014492091909050942,0.414,0.010061278581619263
knn_defense_cifar_1xs_1500_remove_k5,remove,5,91,0.9124,0.0014506145820021629,0.297,0.014103863954544067
knn_defense_cifar_1xs_1500_remove_k5,remove,5,92,0.9121,0.0014608707651495934,0.365,0.011601727724075318
knn_defense_cifar_1xs_1500_remove_k5,remove,5,93,0.9111,0.0014748556599020958,0.313,0.014075362682342529
knn_defense_cifar_1xs_1500_remove_k5,remove,5,94,0.9122,0.0014914407134056092,0.309,0.014282987117767335
knn_defense_cifar_1xs_1500_remove_k5,remove,5,95,0.9104,0.0015482220962643623,0.365,0.012212401866912841
knn_defense_cifar_1xs_1500_remove_k5,remove,5,96,0.9121,0.0015133284896612167,0.285,0.01500638246536255
knn_defense_cifar_1xs_1500_remove_k5,remove,5,97,0.911,0.0015320850118994713,0.318,0.013867019891738892
knn_defense_cifar_1xs_1500_remove_k5,remove,5,98,0.9138,0.001497918850183487,0.26,0.016843451499938964
knn_defense_cifar_1xs_1500_remove_k5,remove,5,99,0.9097,0.001573436000943184,0.399,0.012001215219497681
knn_defense_cifar_1xs_1500_remove_k5,remove,5,100,0.9133,0.001505041065812111,0.312,0.014390748500823974
knn_defense_cifar_1xs_1500_remove_k5,remove,5,101,0.9071,0.0016199646294116975,0.412,0.011347353219985963
knn_defense_cifar_1xs_1500_remove_k5,remove,5,102,0.916,0.001475160902738571,0.27,0.01615203332901001
knn_defense_cifar_1xs_1500_remove_k5,remove,5,103,0.9101,0.0016355159014463424,0.477,0.009488788366317748
knn_defense_cifar_1xs_1500_remove_k5,remove,5,104,0.9122,0.00159793900847435,0.359,0.013273699760437012
knn_defense_cifar_1xs_1500_remove_k5,remove,5,105,0.9128,0.0015608361393213272,0.365,0.012633093118667603
knn_defense_cifar_1xs_1500_remove_k5,remove,5,106,0.9092,0.0016234843552112579,0.475,0.010196518898010255
knn_defense_cifar_1xs_1500_remove_k5,remove,5,107,0.9162,0.0015912219420075417,0.285,0.017263782024383546
knn_defense_cifar_1xs_1500_remove_k5,remove,5,108,0.9138,0.001584085576236248,0.376,0.012672204971313477
knn_defense_cifar_1xs_1500_remove_k5,remove,5,109,0.9124,0.0016367453157901763,0.419,0.011728537797927856
knn_defense_cifar_1xs_1500_remove_k5,remove,5,110,0.9119,0.001639619579911232,0.392,0.011924870014190674
knn_defense_cifar_1xs_1500_remove_k5,remove,5,111,0.9137,0.001612945306301117,0.25,0.01914493989944458
knn_defense_cifar_1xs_1500_remove_k5,remove,5,112,0.9128,0.0016459960997104645,0.358,0.013602192401885987
knn_defense_cifar_1xs_1500_remove_k5,remove,5,113,0.9128,0.0016325808629393578,0.396,0.011819469451904296
knn_defense_cifar_1xs_1500_remove_k5,remove,5,114,0.9158,0.001627881707251072,0.34,0.01516817307472229
knn_defense_cifar_1xs_1500_remove_k5,remove,5,115,0.914,0.0016348000168800354,0.275,0.017241313934326173
knn_defense_cifar_1xs_1500_remove_k5,remove,5,116,0.9118,0.0017118752628564834,0.424,0.012692362546920776
knn_defense_cifar_1xs_1500_remove_k5,remove,5,117,0.9088,0.0017471395909786224,0.501,0.010132560968399047
knn_defense_cifar_1xs_1500_remove_k5,remove,5,118,0.9133,0.0016737160295248032,0.354,0.014391285181045533
knn_defense_cifar_1xs_1500_remove_k5,remove,5,119,0.9109,0.0016892145365476608,0.434,0.01143025517463684
knn_defense_cifar_1xs_1500_remove_k5,remove,5,120,0.9094,0.0017657059729099273,0.479,0.009762428283691406
knn_defense_cifar_1xs_1500_remove_k5,remove,5,121,0.9156,0.001560631600022316,0.236,0.01875904083251953
knn_defense_cifar_1xs_1500_remove_k5,remove,5,122,0.9153,0.0016491367995738982,0.346,0.01462131142616272
knn_defense_cifar_1xs_1500_remove_k5,remove,5,123,0.9122,0.0016403801590204239,0.416,0.012095507860183716
knn_defense_cifar_1xs_1500_remove_k5,remove,5,124,0.9141,0.001627554652094841,0.339,0.014778480052947999
knn_defense_cifar_1xs_1500_remove_k5,remove,5,125,0.912,0.001660967031121254,0.385,0.013744544506072999
knn_defense_cifar_1xs_1500_remove_k5,remove,5,126,0.9112,0.0016903536766767501,0.417,0.012722984552383423
knn_defense_cifar_1xs_1500_remove_k5,remove,5,127,0.9115,0.0016625127524137497,0.385,0.013625806331634521
knn_defense_cifar_1xs_1500_remove_k5,remove,5,128,0.9143,0.0016658808559179305,0.384,0.013901738166809082
knn_defense_cifar_1xs_1500_remove_k5,remove,5,129,0.9143,0.00163229179084301,0.358,0.014921815395355224
knn_defense_cifar_1xs_1500_remove_k5,remove,5,130,0.9146,0.001637561309337616,0.365,0.014307345390319824
knn_defense_cifar_1xs_1500_remove_k5,remove,5,131,0.9139,0.0016338957995176316,0.371,0.013968159675598144
knn_defense_cifar_1xs_1500_remove_k5,remove,5,132,0.914,0.0016427418261766435,0.38,0.013718239545822143
knn_defense_cifar_1xs_1500_remove_k5,remove,5,133,0.9149,0.001642883336544037,0.365,0.014691460132598876
knn_defense_cifar_1xs_1500_remove_k5,remove,5,134,0.9138,0.001669038364291191,0.403,0.013135673999786377
knn_defense_cifar_1xs_1500_remove_k5,remove,5,135,0.9152,0.0016386695504188537,0.377,0.014135796785354614
knn_defense_cifar_1xs_1500_remove_k5,remove,5,136,0.9153,0.0016553932785987853,0.395,0.013179171085357665
knn_defense_cifar_1xs_1500_remove_k5,remove,5,137,0.9146,0.0016484331607818604,0.391,0.01333366346359253
knn_defense_cifar_1xs_1500_remove_k5,remove,5,138,0.9151,0.001649731880426407,0.38,0.013561171531677246
knn_defense_cifar_1xs_1500_remove_k5,remove,5,139,0.9149,0.0016541469275951385,0.4,0.01305774974822998
knn_defense_cifar_1xs_1500_remove_k5,remove,5,140,0.9147,0.001674344801902771,0.413,0.012670733451843262
knn_defense_cifar_1xs_1500_remove_k5,remove,5,141,0.9151,0.0016843993127346039,0.425,0.012386639356613159
knn_defense_cifar_1xs_1500_remove_k5,remove,5,142,0.9166,0.0016178206697106362,0.344,0.015121896743774415
knn_defense_cifar_1xs_1500_remove_k5,remove,5,143,0.9163,0.0016388454750180244,0.369,0.014081894397735596
knn_defense_cifar_1xs_1500_remove_k5,remove,5,144,0.9154,0.001653901532292366,0.372,0.014219164848327637
knn_defense_cifar_1xs_1500_remove_k5,remove,5,145,0.9158,0.0016323958605527877,0.372,0.014283265829086303
knn_defense_cifar_1xs_1500_remove_k5,remove,5,146,0.917,0.0016132067322731018,0.327,0.016432792901992798
knn_defense_cifar_1xs_1500_remove_k5,remove,5,147,0.9157,0.0016636416167020798,0.387,0.013451806306838988
knn_defense_cifar_1xs_1500_remove_k5,remove,5,148,0.9155,0.0016670124024152756,0.373,0.014134252309799195
knn_defense_cifar_1xs_1500_remove_k5,remove,5,149,0.9141,0.001666739448904991,0.373,0.01423915696144104
knn_defense_cifar_1xs_1500_remove_k5,remove,5,150,0.9149,0.001675123104453087,0.391,0.013661067962646484
knn_defense_cifar_1xs_1500_remove_k5,remove,5,151,0.915,0.0016681695371866226,0.389,0.013506927013397218
knn_defense_cifar_1xs_1500_remove_k5,remove,5,152,0.9136,0.0016787754029035568,0.393,0.01355077576637268
knn_defense_cifar_1xs_1500_remove_k5,remove,5,153,0.9141,0.001681471285223961,0.406,0.013146821022033692
knn_defense_cifar_1xs_1500_remove_k5,remove,5,154,0.916,0.0016413433253765106,0.368,0.014338572502136231
knn_defense_cifar_1xs_1500_remove_k5,remove,5,155,0.9138,0.0016739616513252258,0.385,0.014127735376358032
knn_defense_cifar_1xs_1500_remove_k5,remove,5,156,0.9139,0.0016748529642820358,0.405,0.013381330013275147
knn_defense_cifar_1xs_1500_remove_k5,remove,5,157,0.9144,0.0016653979927301406,0.393,0.013596290111541749
